-DOCSTART- -X- -X- O
a' ag _ PART
seinn seinn VerbForm=Vnoun NOUN
, , _ PUNCT
' ' _ PUNCT
arsa arsa Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
ris ri Gender=Masc|Number=Sing|Person=3 ADP
fhéin fhéin Reflex=Yes PRON
. . _ PUNCT

' ' _ PUNCT
Tha bi Tense=Pres VERB
fhios fios Case=Nom|Gender=Masc|Number=Sing NOUN
gur is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
sin sin _ PRON
a a PartType=Vb|PronType=Rel PART
thug toir Tense=Past VERB
air air Gender=Masc|Number=Sing|Person=3 ADP
gnothach gnothach Case=Nom|Gender=Fem|Number=Sing NOUN
a a PartType=Inf PART
ghabhail gabh VerbForm=Inf NOUN
rium ri Number=Sing|Person=1 ADP
. . _ PUNCT

Dh’fhaodadh faod Mood=Cnd VERB
gur is _ AUX
h-e e Gender=Masc|Number=Sing|Person=3 PRON
seòrsa seòrsa Case=Nom|Gender=Masc|Number=Sing NOUN
de de _ ADP
Thòiridh tòiridh Case=Dat|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
th' bi Tense=Pres VERB
ann ann Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT
' ' _ PUNCT

Dé dé Mood=Int PRON
chabhag cabhag Case=Nom|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
th' bi Tense=Pres VERB
ort air Number=Sing|Person=2 ADP
? ? _ PUNCT
' ' _ PUNCT

' ' _ PUNCT
Tuigidh tuig Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
an an Gender=Fem|Number=Sing DET
gàrradh-crìche gàrradh-crìche Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
do do Number=Sing|Person=2 DET
nàdur nàdur Case=Nom|Gender=Masc|Number=Sing NOUN
fhéin fhéin Reflex=Yes PRON
ag ag _ PART
cur cuir VerbForm=Vnoun NOUN
mu mu _ ADP
do do Number=Sing|Person=2 DET
thimchioll timchioll _ ADP
, , _ PUNCT
agus agus _ CCONJ
am an Gender=Masc|Number=Sing DET
buarach buarach Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
mu mu _ ADP
d' d' Number=Sing|Person=2 DET
chasan ca Case=Dat|Gender=Fem|Number=Plur NOUN
's 's _ CCONJ
mu mu _ ADP
d' d' Number=Sing|Person=2 DET
chridhe cridh Case=Dat|Gender=Fem|Number=Sing NOUN
's 's _ CCONJ
mu mu _ ADP
t' t' Number=Sing|Person=2 DET
eanchainn eanchainn Case=Dat|Gender=Fem|Number=Sing NOUN
- - _ PUNCT
am an Gender=Masc|Number=Sing DET
buarach buarach Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
thu thu Number=Sing|Person=2 PRON
fhéin fhéin Reflex=Yes PRON
's 's _ CCONJ
an an Gender=Masc|Number=Sing DET
saoghal saoghal Case=Nom|Gender=Masc|Number=Sing NOUN
a' ag _ PART
fíghe fígh VerbForm=Vnoun NOUN
- - _ PUNCT
am an Gender=Masc|Number=Sing DET
buarach buarach Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
dh’fhigheadh figh Mood=Cnd VERB
tu thu Number=Sing|Person=2 PRON
fhéin fhéin Reflex=Yes PRON
ged ged _ SCONJ
nach nach PartType=Vb|Polarity=Neg|PronType=Rel PART
cuideachadh cuideach Mood=Cnd VERB
an an Gender=Masc|Number=Sing DET
saoghal saoghal Case=Nom|Gender=Masc|Number=Sing NOUN
idir idir _ ADV
thu thu Number=Sing|Person=2 PRON
. . _ PUNCT

Ach ach _ CCONJ
's is _ AUX
esan e Gender=Masc|Number=Sing|Person=3|PronType=Emp PRON
a a PartType=Vb|PronType=Rel PART
chuidicheas chuidich Tense=Fut VERB
, , _ PUNCT
agus agus _ CCONJ
bheir toir Tense=Fut VERB
thu thu Number=Sing|Person=2 PRON
a a _ ADP
chreidsinn creidsinn Case=Dat|Gender=Fem|Number=Sing NOUN
ort air Number=Sing|Person=2 ADP
fhéin fhéin Reflex=Yes PRON
gur is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
aige-san aig Gender=Masc|Number=Sing|Person=3|PronType=Emp ADP
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
a’ an Gender=Fem|Number=Sing DET
choire coire Case=Nom|Gender=Fem|Number=Sing NOUN
gu gu PartType=Ad PART
leir leir _ ADV
... ... _ PUNCT
' ' _ PUNCT

' ' _ PUNCT
A' an Gender=Fem|Number=Sing DET
choire coire Case=Nom|Gender=Fem|Number=Sing NOUN
gu gu PartType=Ad PART
léir léir _ ADV
... ... _ PUNCT
, , _ PUNCT
' ' _ PUNCT
dh’aithris aithris Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
. . _ PUNCT

' ' _ PUNCT
'S is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
ablach ablach Case=Nom|Gender=Masc|Number=Sing NOUN
ceisteir ceisteir Case=Gen|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
th' bi Tense=Pres VERB
ann ann Gender=Masc|Number=Sing|Person=3 ADP
, , _ PUNCT
' ' _ PUNCT
ars’ arsa Tense=Past VERB
esan e Gender=Masc|Number=Sing|Person=3|PronType=Emp PRON
ris ri Gender=Masc|Number=Sing|Person=3 ADP
fhéin fhéin Reflex=Yes PRON
. . _ PUNCT

' ' _ PUNCT
Bheil bi Tense=Pres VERB
thu thu Number=Sing|Person=2 PRON
an an _ ADP
dùil dùil Case=Dat|Gender=Fem|Number=Sing NOUN
gur is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
ag ag _ PART
éirigh éirigh VerbForm=Vnoun NOUN
air air _ ADP
a’ an Gender=Fem|Number=Sing DET
Cheist ceist Case=Dat|Gender=Fem|Number=Sing NOUN
am an _ ADP
Port-righ Port-righ _ PROPN
no no _ CCONJ
ann ann _ ADP
a a _ ADP
Holoman Holoman _ PROPN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
thu thu Number=Sing|Person=2 PRON
? ? _ PUNCT
' ' _ PUNCT
dh’eubh eubh Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
àird àird Case=Nom|Gender=Fem|Number=Sing NOUN
a a Gender=Masc|Number=Sing|Person=3 DET
chlaiginn claiginn Case=Gen|Gender=Masc|Number=Sing NOUN
as as _ ADP
déidh déidh _ ADP
an an Case=Gen|Gender=Masc|Number=Sing DET
fhir fear Case=Gen|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
bh' bi Tense=Past VERB
air air _ ADP
thoiseach toiseach Case=Dat|Gender=Masc|Number=Sing NOUN
air air Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

Ach ach _ CCONJ
air air _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
shon son _ ADP
sin sin _ DET
, , _ PUNCT
cha cha PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
coltas coltas Case=Nom|Gender=Masc|Number=Sing NOUN
ceisteir ceisteir Case=Gen|Gender=Masc|Number=Sing NOUN
idir idir _ ADV
air air _ ADP
an an Gender=Masc|Number=Sing DET
fhear fear Case=Dat|Gender=Masc|Number=Sing NOUN
eile eile Case=Dat|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

A a _ ADP
réir réir _ ADP
na na PartType=Vb|PronType=Rel PART
dhèanadh dèan Mood=Cnd VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
a a _ ADV
mach mach _ ADV
dhe de _ ADP
chumadh cumadh Case=Dat|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
cuideam cuideam Case=Dat|Gender=Masc|Number=Sing NOUN
a a Gender=Masc|Number=Sing|Person=3 DET
cheuma ceuma Case=Gen|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
bha bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
eadar eadar _ ADP
cóig cóig _ NUM
deug deug _ NUM
ar ar _ ADP
fhichead fhichead _ NUM
agus agus _ CCONJ
dà dà _ NUM
fhichead fhichead _ NUM
bliadhna bliadhna Case=Nom|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
agus agus _ CCONJ
cha cha PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
an an Gender=Fem|Number=Sing DET
ad ad Case=Nom|Gender=Fem|Number=Sing NOUN
dhubh dubh Case=Nom|Gender=Fem|Number=Sing ADJ
no no _ CCONJ
an an Gender=Masc|Number=Sing DET
còta còta Case=Nom|Gender=Masc|Number=Sing NOUN
dubh dubh Case=Nom|Gender=Masc|Number=Sing ADJ
air air Gender=Masc|Number=Sing|Person=3 ADP
idir idir _ ADV
. . _ PUNCT

Bha bi Tense=Past VERB
seacaid seacaid Case=Nom|Gender=Fem|Number=Sing NOUN
shoilleir soiller Case=Nom|Gender=Fem|Number=Sing ADJ
ghlas glas Case=Nom|Gender=Fem|Number=Sing ADJ
air air Gender=Masc|Number=Sing|Person=3 ADP
, , _ PUNCT
's 's _ CCONJ
cha cha PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
ceap ceap Case=Nom|Gender=Masc|Number=Sing NOUN
no no _ CCONJ
bonaid bonaid Case=Nom|Gender=Fem|Number=Sing NOUN
idir idir _ ADV
air air Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

Saoil saoil Mood=Imp|Person=2 VERB
an is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
ri ri _ ADP
fealla-dhà fealla-dhà Case=Dat|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
? ? _ PUNCT

' ' _ PUNCT
Tuigidh tuig Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
... ... _ PUNCT
' ' _ PUNCT

Aon aon _ NUM
latha latha Case=Nom|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
thàinig thig Tense=Past VERB
aonaran aonaran Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Inf PART
dh’fhuireach fuirich VerbForm=Inf NOUN
do do _ ADP
'n an Gender=Masc|Number=Sing DET
bhail' baile Case=Dat|Gender=Masc|Number=Sing NOUN
againn aig Number=Plur|Person=1 ADP
, , _ PUNCT
uill uill _ INTJ
, , _ PUNCT
cha cha PartType=Cmpl|Polarity=Neg PART
b' is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
buileach buileach _ ADV
do do _ ADP
'n an Gender=Masc|Number=Sing DET
bhaile baile Case=Dat|Gender=Masc|Number=Sing NOUN
ach ach _ ADP
pìos pìos Case=Nom|Gender=Masc|Number=Sing NOUN
beag beag Case=Nom|Gender=Masc|Number=Sing ADJ
air air _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
thaobh taobh Case=Dat|Gender=Masc|Number=Sing NOUN
a-muigh a-muigh _ ADJ
aig aig _ ADP
ceann ceann Case=Dat|Gender=Masc|Number=Sing NOUN
an an Case=Gen|Gender=Masc|Number=Sing DET
rathaid rathaid Case=Gen|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
ann ann _ ADP
am an _ ADP
fear fear Case=Dat|Gender=Masc|Number=Sing NOUN
de de _ ADP
na an Gender=Masc|Number=Plur DET
bothain bothain Case=Dat|Gender=Masc|Number=Plur NOUN
a a PartType=Vb|PronType=Rel PART
dh’fhàg fàg Tense=Past VERB
an an Number=Sing DET
RAF raf _ NOUN
air air _ ADP
an an Number=Plur|Person=3 DET
cùlaibh cùlaibh _ ADP
an an _ ADP
déidh déidh _ ADP
a’ an Case=Gen|Gender=Masc|Number=Sing DET
chogaidh cogaidh Case=Gen|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

'Se is _ AUX
a’ an Gender=Masc|Number=Sing DET
chiad chiad _ NUM
rud rud Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
chunna faic Tense=Past VERB
sinn sinn Number=Plur|Person=1 PRON
, , _ PUNCT
ceò ceò Case=Nom|Gender=Masc|Number=Sing NOUN
ag ag _ PART
éirigh éirigh VerbForm=Vnoun NOUN
ás ás _ ADP
an an Gender=Masc|Number=Sing DET
t-simileir simileir Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Feumaidh feum Tense=Fut VERB
mi mi Number=Sing|Person=1 PRON
innse inns _ NOUN
dhuibh do Number=Plur|Person=2 ADP
gur is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
maighstir-sgoile maighstir-sgoile Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
bh' bi Tense=Past VERB
annam annam Number=Sing|Person=1 ADP
fhìn fhìn Reflex=Yes PRON
uaireigin uaireigin _ ADV
ach ach _ CCONJ
tha bi Tense=Pres VERB
mi mi Number=Sing|Person=1 PRON
nise nise _ ADV
fuireach fuirich _ NOUN
'nam 'nam _ ADP
aonar aonar Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
an an _ ADP
déidh déidh _ ADP
dhomh do Number=Sing|Person=1 ADP
mo mo Number=Sing|Person=1 DET
dhreuchd dreuchd Case=Nom|Gender=Fem|Number=Sing NOUN
a a PartType=Inf PART
leigeil leig VerbForm=Inf NOUN
sìos sìos _ ADV
, , _ PUNCT
ann ann _ ADP
an an _ ADP
tigh tigh Case=Dat|Gender=Masc|Number=Sing NOUN
comhfhurtail comhfhurtail Case=Dat|Gender=Masc|Number=Sing ADJ
le le _ ADP
leas leas Case=Dat|Gender=Masc|Number=Sing NOUN
air air _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
bheulaibh beulaibh _ ADP
far far _ SCONJ
am am Mood=Int|PartType=Vb|PronType=Int PART
bi bi Tense=Fut VERB
mi mi Number=Sing|Person=1 PRON
a' ag _ PART
cur cuir VerbForm=Vnoun NOUN
mheasan mea Case=Gen|Gender=Masc|Number=Plur NOUN
. . _ PUNCT

Bidh bi Tense=Fut VERB
mi mi Number=Sing|Person=1 PRON
caitheamh caith _ NOUN
mo mo Number=Sing|Person=1 DET
thìde tìd Case=Gen|Gender=Fem|Number=Sing NOUN
a' ag _ PART
coimhead coimhead VerbForm=Vnoun NOUN
's 's _ CCONJ
a' ag _ PART
toirt toir VerbForm=Vnoun NOUN
an an Case=Gen|Gender=Fem|Number=Sing DET
aire air Case=Gen|Gender=Fem|Number=Sing NOUN
do do _ ADP
na an Gender=Masc|Number=Plur DET
nithean nith Case=Dat|Gender=Masc|Number=Plur NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
dol rach _ NOUN
air air _ ADP
adhart adhart Case=Dat|Gender=Masc|Number=Sing NOUN
anns anns _ ADP
a’ an Gender=Masc|Number=Sing DET
bhaile baile Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Aig aig _ ADP
amannan ama Case=Dat|Gender=Masc|Number=Plur NOUN
bidh bi Tense=Fut VERB
mi mi Number=Sing|Person=1 PRON
faireachdainn fairich _ NOUN
aonaranach aonaranach _ ADJ
. . _ PUNCT

Ach ach _ CCONJ
nach nach PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
a a _ DET
h-uile uile _ DET
duine duine Case=Nom|Gender=Masc|Number=Sing NOUN
faireachdainn fairich _ NOUN
sin sin _ PRON
eadhon eadhon _ ADV
nuair nuair _ SCONJ
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
iad iad Number=Plur|Person=3 PRON
pòsda pòsda _ ADJ
? ? _ PUNCT

An an Gender=Masc|Number=Sing DET
latha latha Case=Nom|Gender=Masc|Number=Sing NOUN
seo seo _ DET
, , _ PUNCT
thachair tachair Tense=Past VERB
Dougie Dougie Case=Nom|Gender=Masc PROPN
rium ri Number=Sing|Person=1 ADP
's 's _ CCONJ
thubhairt tubhairt Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
rium ri Number=Sing|Person=1 ADP
gu gu _ PART
robh bi Tense=Past VERB
aonaran aonaran Case=Nom|Gender=Masc|Number=Sing NOUN
air air _ PART
a a Gender=Masc|Number=Sing|Person=3 DET
thighinn thig VerbForm=Inf NOUN
do do _ ADP
'n an Gender=Masc|Number=Sing DET
bhaile baile Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

'Sann is _ AUX
aig aig _ ADP
Dougie Dougie Case=Dat|Gender=Masc PROPN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
an an Gender=Fem|Number=Sing DET
aon aon _ NUM
bhùth bùth Case=Nom|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
th' bi Tense=Pres VERB
anns anns _ ADP
a’ an Gender=Masc|Number=Sing DET
bhaile baile Case=Dat|Gender=Masc|Number=Sing NOUN
's 's _ CCONJ
bidh bi Tense=Fut VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
reic reic _ NOUN
phàipearan pàipear Case=Gen|Gender=Masc|Number=Plur NOUN
's 's _ CCONJ
trealaich trealach Case=Gen|Gender=Masc|Number=Sing NOUN
de de _ ADP
gach gach _ DET
seòrsa seòrsa Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Tha bi Tense=Pres VERB
bhùth bùth Case=Nom|Gender=Fem|Number=Sing NOUN
aige aig Gender=Masc|Number=Sing|Person=3 ADP
dìreach dìreach _ ADV
coltach coltach _ ADJ
ris ri _ ADP
na an Gender=Fem|Number=Plur DET
bùithtean bùitht Case=Dat|Gender=Fem|Number=Plur NOUN
eile eile Case=Dat|Gender=Fem|Number=Plur ADJ
a a PartType=Vb|PronType=Rel PART
chi chi Tense=Fut VERB
sibh sibh Number=Plur|Person=2 PRON
air air _ ADP
feadh feadh _ ADP
na an Case=Gen|Gender=Fem|Number=Sing DET
Gàidhealtachd gàidhealtachd Case=Gen|Gender=Fem|Number=Sing NOUN
ann ann _ ADP
am an _ ADP
bailtean baile Case=Dat|Gender=Masc|Number=Plur NOUN
beaga beaga Case=Dat|Gender=Masc|Number=Plur ADJ
. . _ PUNCT

“ “ _ PUNCT
Thàinig thig Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
steach steach _ ADV
do do _ ADP
'n an Gender=Fem|Number=Sing DET
bhùth bùth Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
" " _ PUNCT
ars arsa Tense=Past VERB
esan e Gender=Masc|Number=Sing|Person=3|PronType=Emp PRON
, , _ PUNCT
“ “ _ PUNCT
'S 's _ CCONJ
bha bi Tense=Past VERB
gach gach _ DET
nì nì Case=Nom|Gender=Masc|Number=Sing NOUN
aige aig Gender=Masc|Number=Sing|Person=3 ADP
sgrìobhte sgrìobhte _ ADJ
sìos sìos _ ADV
air air _ ADP
pìos pìos Case=Dat|Gender=Masc|Number=Sing NOUN
pàipeir pàipeir Case=Gen|Gender=Masc|Number=Sing NOUN
's 's _ CCONJ
cha cha PartType=Cmpl|Polarity=Neg PART
do do Tense=Past PART
bhruidhinn bruidhinn Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
rium ri Number=Sing|Person=1 ADP
idir idir _ ADV
. . _ PUNCT

'S is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
mi mi Number=Sing|Person=1 PRON
smaoineachadh smaoinich _ NOUN
an an _ ADV
toiseach toiseach _ ADV
gur is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
balbh balbh _ ADJ
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
, , _ PUNCT
ach ach _ CCONJ
cha cha PartType=Cmpl|Polarity=Neg PART
b' is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
idir idir _ ADV
, , _ PUNCT
oir oir _ CCONJ
beagan beagan Case=Nom|Gender=Masc|Number=Sing NOUN
an an _ ADP
déidh déidh _ ADP
sin sin _ PRON
chuala cluinn Tense=Past VERB
mi mi Number=Sing|Person=1 PRON
e e Gender=Masc|Number=Sing|Person=3 PRON
bruidhinn bruidhinn _ NOUN
ris ri Gender=Masc|Number=Sing|Person=3 ADP
fhéin fhéin Reflex=Yes PRON
. . _ PUNCT

Bha bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
'g 'g _ PART
iarraidh iarr VerbForm=Vnoun NOUN
lof lof Case=Gen|Gender=Masc|Number=Sing NOUN
is is _ CCONJ
ìm ìm Case=Gen|Gender=Masc|Number=Sing NOUN
is is _ CCONJ
càis càis Case=Gen|Gender=Masc|Number=Sing NOUN
is is _ CCONJ
nithean nith Case=Gen|Gender=Masc|Number=Plur NOUN
mar mar _ ADP
sin sin _ PRON
. . _ PUNCT

Ach ach _ CCONJ
cha cha PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
'g 'g _ PART
iarraidh iarr VerbForm=Vnoun NOUN
pàipear-naidheachd pàipear-naidheachd Case=Gen|Gender=Masc|Number=Sing NOUN
idir idir _ ADV
. . _ PUNCT

Duine duine Case=Nom|Gender=Masc|Number=Sing NOUN
mór mór Case=Nom|Gender=Masc|Number=Sing ADJ
àrd àrd Case=Nom|Gender=Masc|Number=Sing ADJ
le le _ ADP
baidhseagal baidhseagal Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
is is _ CCONJ
aodann aodann Case=Nom|Gender=Masc|Number=Sing NOUN
donn donn Case=Nom|Gender=Masc|Number=Sing ADJ
leis le _ ADP
a’ an Gender=Fem|Number=Sing DET
ghréin gréin Case=Dat|Gender=Fem|Number=Sing NOUN
. . _ PUNCT

Is is _ CCONJ
crios crios Case=Nom|Gender=Masc|Number=Sing NOUN
de de _ ADP
ròpa ròpa Case=Dat|Gender=Masc|Number=Sing NOUN
mu mu _ ADP
aodach aodach Case=Dat|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
a' ag _ PART
coimhead coimhead VerbForm=Vnoun NOUN
car car _ ADV
salach salach _ ADJ
is is _ CCONJ
dubh dubh _ ADJ
. . _ PUNCT

Chan chan PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
feusag feusag Case=Nom|Gender=Fem|Number=Sing NOUN
air air Gender=Masc|Number=Sing|Person=3 ADP
idir idir _ ADV
. . _ PUNCT

Sùilean sùil Case=Nom|Gender=Fem|Number=Plur NOUN
uabhasach uabhasach _ ADV
gorm gorm _ ADJ
ann ann Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

'S 's _ CCONJ
cha cha PartType=Cmpl|Polarity=Neg PART
dubhairt dubhairt Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
smid smid Case=Nom|Gender=Fem|Number=Sing NOUN
. . _ PUNCT

Chuir cuir Tense=Past VERB
seo seo _ PRON
cais cais Case=Nom|Gender=Fem|Number=Sing NOUN
orm air Number=Sing|Person=1 ADP
, , _ PUNCT
tha bi Tense=Pres VERB
thu thu Number=Sing|Person=2 PRON
a' ag _ PART
tuigsinn tuig VerbForm=Vnoun NOUN
, , _ PUNCT
ach ach _ CCONJ
cha cha PartType=Cmpl|Polarity=Neg PART
dubhairt dubhairt Tense=Past VERB
mi mi Number=Sing|Person=1 PRON
càil càil Case=Nom|Gender=Fem|Number=Sing NOUN
ris ri Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

Ma ma _ SCONJ
tha bi Tense=Pres VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
airson airson _ ADP
a a PartType=Inf PART
bhith bi VerbForm=Inf NOUN
sàmhach sàmhach _ ADJ
cha cha PartType=Cmpl|Polarity=Neg PART
chuir cuir Tense=Fut VERB
sin sin _ PRON
dragh dragh Case=Nom|Gender=Masc|Number=Sing NOUN
orm-sa orm-sa Number=Sing|Person=1|PronType=Emp ADP
. . _ PUNCT

Tigh tigh Case=Nom|Gender=Masc|Number=Sing NOUN
na an Case=Gen|Gender=Fem|Number=Sing DET
galla galla Case=Gen|Gender=Fem|Number=Sing NOUN
dha do Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

Co-dhiubh co-dhiubh _ ADV
, , _ PUNCT
chuir cuir Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
an an Gender=Fem|Number=Sing DET
trealaich trealaich Case=Nom|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
cheannaich ceannaich Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
ann ann _ ADP
am an _ ADP
poca poca Case=Dat|Gender=Masc|Number=Sing NOUN
's 's _ CCONJ
chuir cuir Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
am an Gender=Masc|Number=Sing DET
poca poca Case=Nom|Gender=Masc|Number=Sing NOUN
air air _ ADP
a’ an Gender=Masc|Number=Sing DET
bhaidhseagal baidhseagal Case=Dat|Gender=Masc|Number=Sing NOUN
's 's _ CCONJ
a-mach a-mach _ ADV
leis le Gender=Masc|Number=Sing|Person=3 ADP
chun chun _ ADP
a’ an Case=Gen|Gender=Masc|Number=Sing DET
bhothain bothain Case=Gen|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Tha bi Tense=Pres VERB
fhios fios Case=Nom|Gender=Masc|Number=Sing NOUN
agad agad Number=Sing|Person=2 ADP
cáit cáit Mood=Int ADV
a a Mood=Int|PartType=Vb|PronType=Int PART
bheil bi Tense=Pres VERB
am an Gender=Masc|Number=Sing DET
bothan bothan Case=Nom|Gender=Masc|Number=Sing NOUN
? ? _ PUNCT
" " _ PUNCT

Thubhairt tubhairt Tense=Past VERB
mi mi Number=Sing|Person=1 PRON
ris ri Gender=Masc|Number=Sing|Person=3 ADP
gu gu _ PART
robh bi Tense=Past VERB
. . _ PUNCT

“ “ _ PUNCT
'S 's _ CCONJ
tha bi Tense=Pres VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
fuireach fuirich _ NOUN
an an _ ADV
siud siud _ ADV
'na an _ ADP
aonar aonar Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
" " _ PUNCT
arsa arsa Tense=Past VERB
Dougie Dougie Case=Nom|Gender=Masc PROPN
. . _ PUNCT

Tha bi Tense=Pres VERB
Dougie Dougie Case=Nom|Gender=Masc PROPN
fhéin fhéin Reflex=Yes PRON
pòsd pòsd _ ADJ
ach ach _ CCONJ
chan chan PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
mi mi Number=Sing|Person=1 PRON
smaoineachadh smaoinich _ NOUN
gu gu _ PART
bheil bi Tense=Pres VERB
am an Gender=Masc|Number=Sing DET
pòsadh pòsadh Case=Nom|Gender=Masc|Number=Sing NOUN
uabhasach uabhasach _ ADV
dòigheil dòigheil _ ADJ
oir oir _ CCONJ
bidh bi Tense=Fut VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
dol rach _ NOUN
suas suas _ ADV
am an Gender=Masc|Number=Sing DET
baile baile Case=Nom|Gender=Masc|Number=Sing NOUN
glé glé _ ADV
thric thric _ ADV
air air _ ADP
a’ an Gender=Masc|Number=Sing DET
bhus bus Case=Dat|Gender=Masc|Number=Sing NOUN
( ( _ PUNCT
